SALARY,EDUCATION,AVERAGE PAYMENT DELAY,DEFAULT
210000,3,0,0
160000,1,1,0
350000,1,-2,0
130000,2,0,0
240000,2,-2,0
330000,3,0,0
500000,2,1,1
170000,3,-1,0
260000,2,-1,0
130000,2,-1,0
30000,2,-1,0
440000,2,1,0
260000,2,-1,0
30000,1,2,0
390000,2,0,0
260000,2,0,0
70000,2,0,0
200000,3,2,0
150000,2,0,0
460000,1,-2,0
180000,3,-1,0
70000,1,0,0
250000,2,-2,0
170000,2,0,0
160000,2,-1,0
80000,1,2,1
400000,3,1,0
20000,2,4,1
130000,2,0,0
60000,1,0,0
90000,3,0,0
210000,2,0,0
380000,1,2,0
200000,2,0,0
180000,1,2,1
20000,2,1,0
350000,3,-2,0
400000,3,-2,0
230000,1,1,0
230000,1,-1,1
50000,2,0,0
300000,2,0,0
230000,3,0,0
50000,3,0,0
150000,1,-1,0
260000,1,-2,0
320000,2,-1,1
100000,2,0,0
60000,3,1,0
420000,3,-2,0
500000,2,0,0
450000,2,0,0
30000,3,0,1
60000,2,2,1
180000,2,-1,0
320000,2,-1,0
250000,1,0,0
30000,2,0,0
360000,2,-1,0
360000,3,-2,0
150000,1,-2,0
400000,2,-1,0
350000,1,2,1
80000,3,-2,0
140000,3,-1,0
150000,3,0,0
480000,3,-2,0
200000,3,-2,0
180000,1,-1,0
260000,1,-2,0
450000,1,1,0
140000,3,0,0
220000,3,0,1
100000,3,-1,0
160000,2,-2,0
140000,2,0,0
200000,2,-1,0
460000,1,-2,0
50000,3,0,0
100000,1,-1,0
150000,2,0,0
460000,1,0,0
360000,2,-2,0
180000,1,-1,0
470000,1,0,0
320000,3,1,0
360000,2,-2,0
60000,2,-1,0
310000,1,-2,0
140000,2,0,0
450000,2,-2,0
210000,2,-1,0
180000,1,-1,1
360000,2,-1,0
50000,1,2,1
340000,2,0,0
140000,3,2,0
120000,1,0,0
180000,2,1,1
360000,1,0,0
340000,1,0,0
200000,2,0,0
80000,2,-2,0
500000,2,0,0
150000,2,-2,0
20000,1,1,1
500000,2,0,0
340000,3,0,0
500000,2,-1,0
240000,2,0,0
80000,2,0,0
200000,1,1,0
230000,2,-2,0
300000,3,-2,0
140000,2,-1,1
300000,1,-1,0
360000,3,-2,1
320000,3,0,1
380000,2,0,0
170000,3,0,0
300000,1,-1,0
60000,3,-1,0
240000,2,0,0
500000,3,-2,0
230000,2,-1,0
60000,2,0,0
100000,2,0,0
270000,2,-2,0
280000,2,0,0
100000,2,3,0
100000,1,-1,0
90000,1,1,0
70000,2,-1,0
180000,1,-1,0
190000,1,0,0
500000,2,0,0
190000,3,1,0
210000,1,-2,0
60000,1,-1,0
200000,3,0,0
470000,1,1,0
260000,1,0,0
140000,1,-1,0
190000,2,-2,1
80000,2,0,0
310000,2,0,0
150000,1,0,0
340000,2,0,1
360000,2,0,0
250000,2,2,0
220000,2,-1,0
30000,3,1,0
210000,3,-2,0
350000,1,-1,1
270000,2,-1,0
200000,2,0,0
70000,2,2,1
220000,3,-1,0
230000,2,0,1
120000,2,0,0
360000,2,0,0
210000,3,-1,0
460000,1,3,1
500000,1,-2,0
180000,2,-2,0
180000,3,-2,0
220000,2,0,0
600000,2,0,0
180000,2,-1,1
360000,2,-1,0
620000,1,-1,0
60000,3,-1,1
100000,1,0,0
200000,1,-1,0
50000,3,0,0
200000,2,1,1
10000,2,0,1
280000,2,0,0
450000,2,-2,0
260000,1,0,1
390000,1,0,0
350000,1,-2,0
50000,3,0,0
120000,2,0,0
80000,2,0,0
90000,3,-2,0
190000,2,0,1
100000,3,2,1
210000,2,0,0
160000,2,2,0
240000,3,0,1
20000,1,-2,0
220000,2,2,1
260000,1,0,0
500000,1,0,0
200000,2,-2,0
260000,2,0,1
170000,1,0,0
150000,2,-1,0
360000,2,-2,0
260000,1,0,0
170000,1,0,0
230000,1,0,0
620000,1,-1,0
180000,1,0,0
180000,1,-1,0
300000,1,0,0
370000,2,0,0
80000,2,0,0
150000,3,-1,0
210000,2,0,0
70000,1,1,0
80000,2,-1,0
210000,1,0,1
260000,2,0,0
170000,1,-2,0
360000,3,-1,0
500000,1,0,0
290000,1,0,0
200000,3,0,0
90000,2,0,0
100000,2,-1,0
290000,1,0,0
50000,1,1,1
150000,1,0,0
400000,3,-1,0
50000,3,0,0
400000,1,-1,0
50000,2,2,1
50000,1,3,1
100000,1,0,0
170000,2,0,0
150000,1,-2,0
360000,1,0,0
50000,2,0,1
180000,1,-1,0
350000,2,0,0
120000,3,0,0
140000,2,-1,0
150000,3,0,0
260000,3,-1,1
50000,2,0,1
180000,2,-1,0
290000,3,-1,0
40000,2,0,0
310000,1,0,0
70000,2,0,1
180000,1,-2,0
570000,2,0,0
150000,3,2,1
20000,2,1,0
180000,3,-1,0
100000,3,0,0
90000,1,0,1
150000,3,0,0
490000,2,0,0
30000,3,0,1
300000,2,-1,0
140000,2,-1,1
50000,2,0,0
150000,1,2,1
350000,1,0,0
140000,2,-1,0
80000,3,-1,0
80000,2,-1,0
210000,3,-2,0
110000,2,0,0
120000,2,1,0
180000,2,-1,0
340000,3,3,1
220000,1,-2,0
170000,1,0,0
70000,1,0,0
50000,3,0,0
200000,3,0,0
290000,2,2,1
30000,3,1,0
280000,1,0,1
100000,1,0,0
50000,1,-1,0
240000,2,-1,1
240000,1,0,0
100000,1,1,0
210000,1,-2,0
400000,1,0,0
280000,2,-2,0
180000,2,-1,0
500000,1,0,0
200000,2,0,0
500000,1,0,1
200000,2,-2,0
110000,2,1,0
280000,2,0,0
100000,2,2,1
70000,2,0,0
130000,3,-1,0
30000,2,2,1
30000,2,0,0
180000,1,-1,0
100000,2,0,0
150000,2,1,0
140000,2,0,0
240000,1,-2,0
180000,1,-2,0
340000,2,-2,0
200000,2,0,0
360000,2,-2,1
500000,1,1,0
140000,3,-1,0
120000,2,-2,0
210000,2,0,0
300000,1,-1,0
360000,2,0,0
120000,2,-1,0
430000,1,0,0
250000,2,0,0
180000,1,-1,1
170000,2,0,0
500000,1,0,0
20000,2,-1,0
50000,2,0,0
120000,1,-1,0
340000,2,0,0
80000,1,-1,0
90000,2,0,0
90000,2,0,0
80000,1,-1,0
170000,2,0,0
230000,1,-1,0
290000,2,-2,0
360000,2,1,0
270000,2,-1,0
60000,3,0,0
360000,2,0,0
100000,1,0,0
80000,2,-2,0
80000,2,-2,0
220000,2,0,0
240000,2,1,0
210000,2,0,1
270000,2,0,0
170000,2,0,1
190000,3,0,0
200000,1,-1,1
240000,2,0,0
150000,2,0,0
90000,3,-1,0
400000,3,0,0
420000,2,0,0
140000,1,0,0
50000,3,0,0
210000,2,0,0
210000,1,0,0
180000,2,-1,0
100000,1,-1,0
300000,1,-1,0
250000,2,-1,0
200000,1,0,0
380000,1,0,0
30000,1,0,0
80000,2,0,1
300000,2,1,0
240000,1,1,0
80000,1,0,0
280000,2,0,0
50000,2,0,1
200000,2,2,1
210000,2,-2,0
160000,2,0,0
130000,1,-2,0
300000,2,0,0
50000,2,1,1
150000,2,-1,0
500000,2,-2,0
270000,2,0,0
500000,1,-2,0
200000,2,0,0
300000,1,-1,0
230000,2,0,0
500000,1,-1,0
80000,1,-2,0
500000,1,0,0
30000,3,0,0
170000,2,-2,0
70000,2,0,0
310000,2,-1,0
50000,1,1,0
180000,2,0,0
310000,1,0,0
500000,1,-2,0
330000,2,0,0
110000,2,0,0
230000,2,-1,1
50000,1,1,0
60000,3,-1,0
250000,1,1,0
450000,1,-2,0
260000,2,2,1
380000,2,0,0
240000,1,-2,0
30000,3,-2,1
90000,2,-2,0
230000,2,0,1
60000,2,0,0
170000,2,0,0
440000,1,-1,0
120000,2,-1,0
240000,1,0,0
260000,1,-1,0
300000,2,0,0
110000,1,0,1
280000,2,0,0
220000,2,-1,0
280000,1,-1,0
70000,2,3,1
500000,2,0,0
130000,2,0,0
610000,1,0,0
210000,1,-2,0
210000,2,0,0
150000,1,2,1
160000,1,1,0
130000,3,-1,0
210000,2,-2,0
360000,2,-1,0
500000,2,-2,0
220000,1,-1,0
320000,2,-2,0
220000,1,8,1
80000,2,0,0
160000,1,0,0
160000,1,-1,1
440000,1,0,0
90000,2,1,0
230000,3,0,0
180000,1,1,0
440000,2,2,0
200000,1,1,1
220000,2,-2,0
360000,2,-1,0
120000,1,-1,1
20000,1,0,0
230000,1,-1,0
30000,2,-2,0
160000,1,0,1
170000,2,0,0
140000,1,1,0
160000,1,-1,1
500000,1,0,0
80000,3,0,1
150000,1,0,0
30000,1,0,0
180000,2,-1,0
150000,2,2,1
320000,1,-1,0
440000,1,0,0
200000,2,-2,0
200000,2,-1,0
230000,1,0,1
350000,1,-2,0
100000,1,-2,0
360000,3,-2,1
210000,1,0,0
360000,1,0,0
200000,1,-1,0
230000,1,-2,0
170000,2,0,0
50000,2,0,0
180000,2,1,0
100000,1,1,1
150000,1,0,0
180000,1,-2,0
280000,2,0,0
150000,2,-2,0
100000,2,2,1
70000,2,0,1
220000,2,2,0
240000,2,-2,1
470000,2,-2,1
80000,2,-1,1
180000,3,0,1
250000,2,0,0
690000,3,0,0
340000,1,0,0
220000,2,0,0
60000,3,2,1
80000,2,-1,0
290000,1,-2,0
170000,3,0,0
130000,1,0,0
200000,3,-2,0
360000,2,0,0
240000,1,0,0
60000,1,0,0
130000,2,1,0
310000,2,0,0
80000,2,2,1
70000,2,0,0
180000,2,0,0
110000,2,0,0
30000,3,0,0
200000,2,0,0
210000,1,-1,1
120000,3,0,0
30000,2,-1,0
490000,2,0,0
230000,2,-1,1
110000,2,0,1
150000,2,0,0
170000,2,0,0
90000,2,0,0
70000,3,0,0
100000,1,1,0
50000,3,0,0
30000,2,0,0
280000,2,0,1
210000,3,0,0
70000,2,0,1
120000,1,0,0
300000,1,-2,0
310000,2,-2,0
20000,3,-2,1
50000,2,0,0
100000,2,0,0
280000,2,-1,0
210000,2,-2,0
290000,3,-1,0
160000,1,-2,0
100000,2,2,1
280000,2,-1,0
200000,2,-2,0
180000,2,-1,0
240000,1,1,0
180000,2,0,0
180000,2,-2,0
50000,2,1,0
30000,3,2,1
180000,2,0,0
50000,1,2,0
230000,3,0,0
60000,2,0,0
50000,3,0,0
280000,1,0,0
170000,2,-1,0
110000,2,-1,1
70000,3,2,1
90000,3,2,1
260000,1,0,0
60000,2,0,0
320000,2,2,0
160000,2,-1,0
230000,1,1,0
50000,2,-1,0
180000,2,-1,0
390000,2,0,0
290000,2,0,0
290000,2,0,0
30000,3,0,0
100000,1,1,0
190000,2,1,0
200000,1,-2,0
180000,3,0,0
250000,2,-1,0
80000,2,0,0
140000,2,0,0
260000,2,0,0
360000,1,-1,1
250000,2,-2,0
320000,1,-1,0
100000,2,0,0
340000,1,0,0
230000,2,-2,0
150000,3,0,1
60000,3,0,0
500000,3,-2,0
10000,2,1,0
140000,3,0,0
90000,2,0,0
390000,2,0,0
150000,1,-1,0
170000,2,0,0
400000,2,-1,0
180000,2,0,0
440000,2,0,0
340000,1,-1,0
170000,2,1,1
280000,1,-1,0
210000,2,-1,0
110000,2,1,0
90000,2,0,0
500000,1,-1,0
50000,2,0,1
210000,1,-1,0
80000,2,2,1
320000,2,-1,0
50000,3,0,0
270000,2,-2,0
30000,3,0,0
150000,3,-1,0
140000,2,0,0
120000,3,-1,0
300000,1,0,0
480000,1,0,0
460000,1,1,1
280000,2,0,0
50000,3,0,0
350000,1,-2,0
300000,2,0,0
380000,1,-2,0
190000,1,-2,0
230000,2,-2,1
390000,2,2,0
120000,2,0,1
300000,2,1,0
210000,1,-1,0
50000,2,0,0
330000,1,2,1
110000,3,0,0
20000,1,1,0
150000,2,0,0
140000,3,0,0
160000,1,-1,0
260000,3,-1,0
150000,3,1,0
50000,2,0,0
80000,3,0,0
270000,2,-1,0
60000,2,0,0
50000,2,0,0
290000,1,2,1
180000,2,-1,1
360000,1,-1,0
260000,3,0,0
200000,2,-2,0
290000,2,-2,0
50000,2,1,0
10000,2,-1,0
180000,1,2,1
150000,2,0,0
250000,1,-1,0
130000,2,2,1
540000,1,0,0
320000,1,0,0
440000,2,0,0
80000,2,0,0
120000,2,1,1
230000,2,0,0
60000,3,0,0
130000,2,1,0
180000,2,-2,0
140000,3,0,1
500000,1,0,0
300000,2,0,0
210000,2,-2,0
150000,2,-1,0
360000,2,-2,0
250000,2,0,0
30000,3,0,0
200000,1,-1,0
130000,2,0,0
290000,3,0,0
100000,3,-1,0
40000,3,-1,0
130000,3,0,1
160000,3,-2,0
150000,1,-2,0
130000,2,-1,0
180000,2,-2,1
150000,2,0,0
100000,2,-2,1
30000,2,0,0
160000,1,-1,0
50000,2,-1,1
130000,2,0,0
140000,3,0,0
340000,3,0,0
340000,2,-2,0
90000,2,2,0
300000,2,0,0
50000,2,0,0
50000,2,0,0
100000,2,-2,0
20000,3,3,0
160000,1,0,1
390000,2,-1,0
30000,3,-1,1
20000,2,1,1
210000,2,0,0
220000,1,-1,0
270000,1,0,0
90000,2,2,1
360000,2,0,0
300000,1,1,0
310000,2,0,1
130000,2,0,0
80000,1,-1,0
280000,2,-2,0
80000,3,0,1
130000,3,1,0
270000,1,-1,0
20000,2,-1,0
260000,1,0,0
170000,2,0,0
160000,1,-1,0
240000,1,-2,0
170000,2,-2,0
500000,2,0,0
260000,1,-2,1
150000,1,0,0
500000,1,-2,1
320000,2,0,0
90000,2,0,0
300000,2,-2,0
200000,2,1,0
160000,3,2,1
120000,1,-2,0
120000,1,2,1
90000,2,1,1
170000,2,-2,1
170000,1,0,0
500000,1,-2,0
240000,1,0,0
230000,2,0,0
210000,2,-2,0
400000,1,-1,0
150000,3,0,1
50000,1,-1,0
150000,2,0,1
230000,2,-2,1
470000,1,0,0
30000,2,3,1
100000,3,1,0
30000,3,0,1
110000,2,0,0
300000,3,2,0
350000,2,1,1
220000,1,-2,0
400000,1,-2,0
500000,2,0,0
280000,3,0,0
30000,2,-2,0
20000,1,0,0
270000,1,0,0
400000,2,0,0
320000,1,0,0
430000,1,0,0
140000,2,1,1
70000,2,0,0
110000,2,0,0
550000,2,2,1
310000,1,-1,0
130000,1,0,0
130000,2,0,0
220000,2,0,0
300000,1,-2,0
110000,2,-1,0
50000,2,1,1
300000,1,-1,1
200000,2,-2,0
360000,3,-1,1
500000,1,0,0
290000,2,0,0
430000,1,-2,1
180000,3,1,0
90000,3,0,0
280000,2,-2,0
230000,2,0,0
70000,2,0,0
110000,2,-2,0
70000,3,0,0
180000,2,-1,0
240000,3,-2,1
210000,1,-2,0
20000,2,-1,1
80000,3,0,0
50000,1,0,0
80000,3,-1,0
80000,1,-1,0
360000,2,1,0
50000,2,1,0
140000,2,1,0
180000,2,0,0
160000,2,0,0
200000,2,-2,1
600000,2,1,0
20000,2,4,1
220000,1,0,0
140000,1,2,1
240000,2,1,1
150000,2,1,0
20000,1,-1,1
310000,2,0,0
230000,3,1,0
130000,1,-2,0
300000,1,-1,0
300000,2,-1,0
20000,2,2,0
200000,3,1,0
200000,2,-2,0
500000,1,-2,0
80000,2,0,0
360000,1,-2,1
30000,2,0,0
190000,2,0,0
350000,1,-2,0
260000,2,-1,0
190000,2,0,0
230000,2,-2,0
650000,3,0,0
250000,1,-1,0
700000,2,-2,0
270000,1,-1,0
100000,2,0,0
260000,2,0,0
410000,2,-2,0
520000,2,-2,0
80000,2,0,1
450000,3,-2,0
600000,3,0,0
200000,1,-1,0
60000,2,2,0
280000,2,-2,0
230000,1,-1,0
210000,2,-1,1
60000,1,1,0
270000,1,-2,0
80000,3,-1,0
80000,2,-2,0
360000,2,-1,0
300000,1,0,1
270000,1,-2,0
200000,1,-2,0
20000,2,-1,1
20000,2,0,1
30000,2,2,1
50000,1,0,0
50000,2,1,1
70000,3,0,0
100000,1,1,0
100000,3,1,0
210000,1,-1,0
450000,1,-1,0
300000,3,0,0
140000,1,-2,0
480000,1,-2,0
100000,2,1,1
110000,1,-1,0
100000,2,0,1
200000,1,-2,0
100000,1,0,0
50000,2,-1,1
20000,2,0,0
490000,2,0,0
90000,1,-1,0
310000,1,0,0
240000,1,-2,0
390000,1,0,0
140000,2,0,0
120000,1,-1,1
30000,3,0,0
230000,2,-1,0
320000,1,0,0
110000,1,0,0
60000,2,0,1
180000,1,-2,0
430000,1,0,0
230000,1,0,0
140000,2,1,0
180000,1,-1,0
60000,2,1,0
310000,2,0,0
320000,2,0,0
100000,1,-2,0
120000,2,1,1
260000,1,-2,1
170000,1,-1,0
200000,1,-1,0
110000,1,1,0
50000,1,0,0
350000,2,-1,0
110000,1,0,0
240000,1,0,0
120000,2,2,0
150000,1,0,0
180000,2,-2,1
200000,2,0,0
250000,1,-1,0
350000,1,-1,0
200000,2,-2,0
30000,2,0,0
150000,2,0,0
380000,3,1,0
180000,2,0,0
20000,2,1,1
100000,1,1,1
300000,2,-1,0
450000,1,1,0
220000,2,2,1
500000,2,0,0
200000,3,-2,0
80000,2,1,1
430000,1,-2,0
200000,2,-2,0
90000,1,-1,0
200000,1,-1,0
60000,2,0,0
250000,1,-2,0
200000,1,0,0
360000,2,-2,0
200000,1,0,0
500000,2,-2,0
200000,1,0,0
230000,1,0,0
50000,3,-1,0
260000,1,0,0
140000,1,0,0
320000,2,0,0
50000,2,0,0
150000,2,-2,1
160000,1,-1,0
500000,2,0,0
350000,1,-2,0
230000,3,-1,1
200000,2,-1,0
500000,2,0,0
130000,1,0,0
290000,2,0,0
210000,2,0,0
240000,1,-1,0
80000,2,-2,0
150000,1,0,1
110000,2,2,1
320000,3,0,0
340000,1,-1,0
380000,2,1,0
150000,1,-1,0
500000,1,-2,0
500000,2,-2,0
370000,2,-2,0
360000,2,-2,0
300000,2,-2,0
150000,2,-2,0
210000,1,-2,0
280000,1,-2,0
230000,2,-2,0
360000,2,0,0
230000,2,-1,0
450000,2,-2,0
240000,1,2,1
300000,1,-1,0
240000,2,0,0
230000,2,-1,1
230000,1,-1,0
240000,2,-1,1
160000,1,-2,0
160000,1,0,0
10000,2,0,0
430000,1,-1,0
80000,1,1,0
310000,1,-1,0
150000,3,0,0
200000,2,0,0
210000,1,-1,0
400000,2,-2,0
80000,2,-1,0
160000,2,-1,0
170000,2,-1,0
240000,2,-2,0
300000,2,2,1
90000,2,2,0
180000,2,-1,0
210000,2,-1,0
300000,1,1,0
240000,1,3,1
170000,1,-2,0
50000,1,0,0
50000,2,0,0
230000,1,-1,0
310000,1,0,0
150000,3,1,0
200000,1,-2,0
80000,2,2,1
500000,1,-2,0
20000,2,0,1
20000,3,0,1
150000,1,-2,1
210000,3,-2,1
300000,2,1,0
80000,2,1,1
410000,1,0,0
90000,3,0,0
270000,2,0,0
360000,2,0,0
230000,3,0,0
150000,2,0,0
150000,2,2,1
350000,2,-2,0
210000,3,-1,0
130000,3,0,0
500000,1,-2,0
280000,2,2,1
450000,1,-2,0
200000,2,0,0
290000,2,0,0
170000,2,1,0
380000,2,0,0
180000,1,1,1
280000,1,-1,0
200000,2,-2,0
220000,2,1,0
240000,1,2,1
470000,2,-2,0
280000,1,0,0
200000,1,-2,1
20000,3,1,0
20000,2,0,0
290000,1,-1,0
20000,1,1,1
150000,1,-2,0
160000,2,-2,1
360000,1,-2,1
160000,2,1,0
400000,1,0,0
180000,2,0,0
120000,2,0,0
200000,2,-2,0
210000,1,-1,0
70000,3,2,1
110000,2,0,1
30000,3,2,1
40000,3,-1,0
310000,1,-1,0
200000,2,-1,0
230000,2,0,0
450000,1,-2,0
80000,2,0,0
210000,2,0,0
500000,1,-2,0
180000,2,-1,1
340000,1,1,0
450000,1,0,0
80000,3,0,0
150000,3,-1,0
210000,1,1,0
380000,2,0,0
400000,2,0,0
80000,3,-2,0
240000,1,-2,0
120000,2,0,0
60000,3,0,0
360000,1,0,0
50000,2,2,1
360000,3,-1,1
30000,3,0,0
500000,1,-2,0
20000,2,3,1
90000,2,-1,0
80000,3,0,0
100000,3,1,0
120000,1,0,0
150000,2,0,0
10000,2,1,0
50000,3,1,0
490000,1,-2,0
50000,3,0,0
340000,2,-1,0
240000,3,0,0
50000,3,2,1
500000,2,0,0
410000,2,0,0
280000,2,0,0
240000,2,0,0
20000,1,0,0
100000,2,2,1
290000,2,0,0
100000,3,0,0
270000,2,-1,0
80000,3,0,0
280000,1,4,1
30000,3,1,0
90000,3,0,1
600000,1,-2,0
70000,3,0,0
270000,3,-2,0
260000,3,0,0
50000,3,0,0
50000,3,0,1
70000,3,0,0
210000,3,-1,0
330000,3,-1,0
200000,2,0,0
220000,1,-2,0
50000,3,0,0
20000,2,0,0
30000,2,-1,1
280000,2,2,1
60000,3,0,0
200000,3,0,0
230000,2,0,0
230000,1,-2,1
100000,3,0,0
80000,2,0,0
80000,2,0,1
70000,2,0,0
200000,1,-2,1
20000,2,2,0
200000,2,-2,0
50000,2,0,0
360000,2,1,0
200000,3,-1,0
90000,2,2,1
50000,3,0,0
400000,2,0,0
110000,3,0,0
50000,3,1,1
500000,1,1,1
150000,3,-2,0
50000,2,0,0
300000,1,-1,0
290000,2,0,1
500000,2,0,0
140000,3,-1,1
180000,2,0,0
390000,1,1,0
50000,1,-1,0
50000,1,0,0
150000,1,0,0
200000,1,-1,0
180000,1,-2,0
50000,2,0,0
110000,1,0,0
310000,2,0,0
80000,3,0,0
80000,3,0,0
240000,1,-2,0
210000,2,-2,0
30000,2,0,0
80000,1,0,0
70000,3,2,1
50000,3,1,1
180000,3,-2,0
160000,2,-2,0
20000,3,2,1
180000,1,1,0
210000,2,-1,0
120000,3,1,0
20000,3,1,1
30000,2,1,0
50000,3,1,0
20000,3,1,0
120000,2,-2,0
70000,2,2,1
50000,2,0,0
20000,2,1,0
310000,3,-2,0
120000,2,0,0
360000,3,0,0
240000,3,-1,0
500000,3,-2,1
500000,2,-1,0
240000,1,-1,0
200000,2,-2,0
30000,3,2,1
130000,3,0,0
80000,3,0,0
150000,2,0,0
530000,1,-2,0
210000,1,0,0
410000,2,0,0
240000,2,-2,0
50000,1,3,1
200000,3,0,0
70000,2,0,0
140000,3,0,0
320000,3,-1,0
50000,3,0,0
500000,2,-1,1
300000,2,-2,1
400000,1,1,0
170000,2,0,0
60000,3,2,1
120000,1,-1,1
210000,1,-1,0
50000,3,0,0
30000,2,0,0
130000,2,0,0
280000,2,2,1
240000,1,-2,0
240000,3,0,0
270000,2,-1,0
500000,1,-2,0
170000,3,0,0
80000,3,2,0
280000,3,0,0
110000,1,-1,0
250000,1,-1,0
360000,2,0,0
280000,2,-1,0
500000,2,0,0
260000,3,0,0
250000,2,-2,1
140000,3,0,0
180000,1,1,0
190000,2,-2,0
290000,1,0,0
230000,1,-2,0
220000,2,-1,0
30000,2,1,0
300000,2,-1,0
260000,3,-1,0
140000,2,2,1
350000,1,-2,0
70000,2,0,0
200000,2,0,0
90000,1,2,1
30000,2,1,0
80000,1,0,0
150000,1,-1,0
360000,1,1,0
400000,2,-1,0
300000,1,-1,0
50000,2,2,1
20000,1,1,0
90000,2,2,1
180000,2,0,0
230000,2,-1,0
160000,2,1,0
200000,2,1,0
300000,2,0,0
360000,1,-2,0
230000,2,-1,0
80000,1,0,0
90000,2,2,1
80000,1,0,0
160000,1,1,0
200000,1,-2,0
60000,2,0,0
360000,1,-2,0
360000,3,-2,0
220000,1,-1,0
120000,1,0,0
50000,2,-1,0
300000,2,-2,1
400000,1,-2,1
260000,3,0,0
80000,2,0,0
50000,1,0,0
20000,2,-1,0
50000,2,0,0
20000,3,1,0
150000,1,0,0
620000,2,0,0
270000,3,0,0
130000,2,1,1
150000,2,-1,0
50000,2,0,0
50000,2,1,1
20000,2,2,1
50000,2,-1,0
170000,1,0,0
50000,2,0,0
20000,3,0,0
20000,2,1,1
20000,2,0,0
20000,2,0,0
20000,1,0,1
90000,2,0,0
80000,2,-1,0
50000,1,0,1
60000,1,0,0
50000,2,0,0
20000,1,0,0
20000,3,0,0
50000,2,-1,0
80000,1,0,0
50000,1,0,0
20000,2,1,1
20000,2,2,0
50000,3,0,1
50000,3,0,0
50000,2,0,0
20000,2,1,0
420000,2,0,0
50000,2,0,0
110000,2,1,0
20000,2,0,0
50000,3,0,0
180000,2,0,0
20000,2,0,0
20000,2,0,0
20000,2,0,0
20000,2,2,1
50000,2,0,0
50000,3,2,0
70000,2,2,1
50000,2,1,1
150000,1,0,0
100000,2,0,0
20000,2,0,0
20000,2,0,0
20000,3,0,0
20000,2,0,0
100000,3,0,0
190000,2,0,0
50000,2,0,0
20000,3,1,1
70000,2,1,0
50000,2,0,0
20000,2,1,1
20000,1,-1,1
20000,2,0,0
50000,2,-1,0
20000,1,0,0
50000,2,1,0
50000,2,1,0
20000,1,1,0
20000,2,1,0
50000,2,0,1
70000,1,0,0
20000,2,0,1
20000,2,1,0
20000,2,0,0
20000,2,0,1
220000,1,0,0
120000,2,1,1
140000,1,0,0
50000,1,0,0
50000,2,0,0
10000,2,1,0
50000,1,0,0
50000,2,0,0
20000,1,0,0
200000,1,-2,0
40000,1,0,0
30000,2,0,0
20000,2,2,1
50000,2,0,0
20000,3,-1,0
130000,2,0,0
160000,2,0,0
110000,2,0,0
50000,2,0,1
50000,2,0,0
240000,2,0,0
20000,2,0,0
500000,3,-1,0
60000,2,0,0
50000,3,0,0
50000,2,0,0
20000,2,-1,0
30000,2,0,0
80000,2,1,0
20000,2,0,0
10000,2,0,0
100000,1,0,1
50000,2,2,0
60000,2,0,1
400000,2,0,0
50000,3,0,0
110000,2,0,0
30000,3,0,0
230000,2,0,0
30000,1,0,0
90000,2,0,0
30000,2,2,1
20000,3,4,1
20000,2,2,1
50000,2,0,0
80000,2,-1,0
120000,1,-1,0
50000,2,-1,0
200000,1,0,0
150000,2,0,0
360000,1,2,1
60000,1,0,0
80000,2,3,0
320000,1,0,0
140000,2,2,1
20000,2,3,1
110000,2,0,0
190000,2,0,0
130000,2,0,0
160000,1,0,1
260000,1,0,0
80000,1,-1,0
50000,2,0,1
100000,1,0,0
20000,2,1,1
210000,2,1,0
160000,2,0,0
340000,1,0,0
70000,3,2,1
50000,1,2,1
60000,1,-1,0
20000,3,3,1
50000,1,0,0
240000,1,-1,0
20000,2,0,0
50000,2,0,0
130000,2,0,0
50000,2,0,0
130000,2,-1,0
20000,1,0,0
110000,3,0,0
200000,3,0,0
160000,3,0,0
310000,2,0,0
90000,1,1,0
20000,2,4,1
240000,2,0,0
260000,2,0,0
120000,2,0,0
80000,2,1,0
160000,1,-1,0
130000,2,0,0
20000,1,-1,0
170000,2,0,0
110000,3,0,0
50000,2,0,0
70000,2,0,0
80000,2,0,0
50000,1,0,0
60000,1,0,0
100000,2,0,0
50000,1,0,0
180000,1,2,0
250000,1,-1,0
140000,2,0,0
200000,1,-2,0
70000,1,0,0
160000,2,0,0
50000,1,1,0
30000,2,1,0
110000,1,0,0
180000,1,0,0
150000,1,0,0
110000,2,0,0
90000,1,0,0
110000,1,0,0
40000,2,-1,0
40000,1,0,0
180000,1,2,0
210000,2,2,1
260000,2,0,0
20000,2,-1,0
150000,2,0,0
250000,2,0,0
80000,1,0,0
30000,2,0,1
20000,3,-2,0
50000,2,1,1
460000,1,0,0
340000,2,-2,0
10000,2,0,0
50000,2,0,0
110000,2,0,0
50000,2,2,0
100000,1,-1,1
80000,1,-1,0
500000,2,0,0
360000,1,-2,0
280000,2,-2,0
300000,2,0,0
20000,3,-1,0
500000,1,0,0
500000,1,0,0
360000,1,-1,0
50000,2,-2,0
30000,1,0,0
140000,1,1,0
50000,1,-1,0
20000,1,0,0
20000,3,0,0
80000,2,2,1
230000,2,0,0
110000,2,0,0
90000,2,0,0
200000,1,2,0
60000,1,0,0
50000,2,1,1
130000,1,0,0
260000,2,-1,0
240000,2,0,0
260000,1,-2,0
100000,1,-1,1
50000,2,0,0
150000,1,0,0
40000,1,0,0
20000,2,0,0
30000,1,0,0
280000,1,-2,0
430000,1,0,0
