ID,SALARY,SEX,EDUCATION,MARRIAGE,AGE,AVERAGE PAYMENT DELAY,DEFAULT
24683,"330,000.00",1,1,2,42,0,0
24684,"590,000.00",1,1,1,41,-2,0
24685,"50,000.00",1,1,2,34,2,1
24686,"140,000.00",1,2,2,36,0,1
24687,"730,000.00",1,2,1,37,0,0
24688,"110,000.00",1,2,2,34,0,1
24689,"500,000.00",1,3,1,46,-1,0
24690,"200,000.00",1,3,2,40,-1,0
24691,"180,000.00",1,3,2,41,0,0
24692,"70,000.00",1,2,1,45,0,0
24693,"170,000.00",1,1,1,45,0,0
24694,"420,000.00",1,2,2,44,0,0
24695,"60,000.00",1,2,1,29,0,0
24696,"280,000.00",1,2,1,31,0,0
24697,"30,000.00",1,2,2,40,0,0
24698,"90,000.00",1,1,1,38,2,1
24699,"200,000.00",1,1,1,36,-2,0
24700,"220,000.00",1,3,2,33,0,0
24701,"280,000.00",1,2,2,47,0,0
24702,"280,000.00",1,1,2,38,0,0
24703,"430,000.00",1,1,2,40,-2,0
24704,"180,000.00",1,1,1,37,1,0
24705,"50,000.00",1,1,1,49,1,1
24706,"500,000.00",1,1,1,46,-2,0
24707,"50,000.00",1,3,2,35,0,0
24708,"200,000.00",1,1,1,43,-2,0
24709,"100,000.00",1,1,1,42,2,0
24710,"60,000.00",1,2,1,31,0,0
24711,"30,000.00",1,3,2,33,0,1
24712,"180,000.00",1,3,1,41,2,0
24713,"20,000.00",1,2,1,40,1,1
24714,"350,000.00",1,2,1,39,0,0
24715,"20,000.00",1,2,2,43,0,0
24716,"100,000.00",1,2,1,38,0,0
24717,"20,000.00",1,2,1,43,2,1
24718,"30,000.00",1,3,2,29,0,0
24719,"30,000.00",1,2,2,31,-1,0
24721,"300,000.00",1,2,2,29,0,0
24723,"210,000.00",1,1,2,36,-1,0
24724,"30,000.00",1,1,1,35,1,1
24725,"150,000.00",1,2,1,31,0,0
24726,"150,000.00",1,2,2,31,-2,0
24727,"150,000.00",1,3,2,42,-2,1
24728,"470,000.00",1,1,1,40,1,0
24729,"200,000.00",1,2,1,38,0,0
24730,"80,000.00",1,3,1,49,0,0
24731,"250,000.00",1,1,1,37,1,0
24732,"500,000.00",1,1,2,30,-2,0
24733,"200,000.00",1,1,1,36,1,0
24734,"90,000.00",1,1,1,34,0,0
24735,"400,000.00",1,1,1,47,0,0
24736,"180,000.00",1,2,2,38,-1,0
24737,"160,000.00",1,2,1,47,-1,0
24738,"130,000.00",1,2,1,38,0,0
24739,"60,000.00",1,2,1,45,0,0
24740,"240,000.00",1,2,1,39,0,0
24741,"160,000.00",1,2,1,33,0,1
24742,"50,000.00",1,2,1,43,0,0
24743,"280,000.00",1,1,2,34,0,0
24744,"30,000.00",1,2,1,40,0,0
24745,"130,000.00",1,2,1,46,0,0
24746,"160,000.00",1,1,1,43,-1,0
24748,"210,000.00",1,2,1,37,1,1
24749,"70,000.00",1,1,1,39,0,0
24750,"50,000.00",1,2,2,44,0,0
24751,"50,000.00",1,3,1,38,2,1
24752,"330,000.00",1,1,1,38,-1,0
24753,"70,000.00",1,2,2,40,2,1
24754,"170,000.00",1,2,2,36,-2,0
24756,"250,000.00",1,1,1,39,-1,0
24757,"200,000.00",1,3,1,49,0,0
24758,"460,000.00",1,2,1,37,0,0
24759,"100,000.00",1,3,1,40,2,0
24760,"220,000.00",1,1,2,35,1,1
24761,"30,000.00",1,2,2,35,-1,1
24762,"80,000.00",1,2,2,34,0,0
24763,"320,000.00",1,2,1,34,0,0
24765,"20,000.00",1,2,2,35,0,0
24766,"50,000.00",1,2,1,44,2,1
24767,"430,000.00",1,2,1,38,-2,0
24768,"80,000.00",1,2,1,39,2,1
24769,"40,000.00",1,1,2,35,1,1
24770,"150,000.00",1,2,1,42,0,0
24772,"20,000.00",1,2,2,40,0,0
24773,"20,000.00",1,2,2,45,0,0
24774,"500,000.00",1,1,1,40,0,0
24775,"200,000.00",1,1,2,42,0,1
24776,"20,000.00",1,2,2,46,0,0
24777,"210,000.00",1,1,1,44,0,0
24778,"500,000.00",1,2,1,41,1,0
24779,"300,000.00",1,1,2,42,-2,0
24780,"110,000.00",1,2,1,35,0,0
24781,"500,000.00",1,1,1,39,0,0
24782,"120,000.00",1,1,1,44,1,1
24783,"360,000.00",1,2,1,44,-2,0
24784,"350,000.00",1,3,2,36,-1,0
24785,"80,000.00",1,1,2,35,1,1
24786,"320,000.00",1,1,1,46,-2,0
24787,"230,000.00",1,1,1,38,-1,0
24788,"110,000.00",1,2,1,44,0,0
24789,"60,000.00",1,2,1,32,0,0
24790,"20,000.00",1,1,2,34,0,0
24791,"320,000.00",1,2,1,35,0,0
24792,"90,000.00",1,1,1,41,0,0
24793,"200,000.00",1,2,1,49,-2,0
24794,"240,000.00",1,1,2,46,1,1
24795,"240,000.00",1,1,1,43,0,1
24796,"120,000.00",1,2,1,48,-1,0
24797,"70,000.00",1,3,1,46,0,0
24798,"20,000.00",1,2,1,33,1,0
24799,"140,000.00",1,2,1,35,1,0
24800,"240,000.00",1,3,1,41,1,0
24801,"50,000.00",1,3,2,44,0,0
24802,"100,000.00",1,2,2,26,2,0
24803,"140,000.00",1,2,2,26,0,0
24804,"260,000.00",1,2,1,31,-1,0
24805,"230,000.00",1,1,2,35,-2,0
24806,"20,000.00",1,3,2,36,-1,0
24807,"110,000.00",1,2,2,38,0,0
24808,"460,000.00",1,1,1,40,0,0
24809,"120,000.00",1,2,2,36,0,0
24810,"60,000.00",1,2,1,31,0,1
24811,"50,000.00",1,3,1,31,0,1
24812,"50,000.00",1,3,2,41,0,0
24813,"30,000.00",1,3,1,42,0,0
24814,"20,000.00",1,3,2,45,0,0
24815,"20,000.00",1,2,2,47,0,0
24816,"350,000.00",1,2,2,32,0,0
24817,"240,000.00",1,2,1,36,0,0
24818,"120,000.00",1,2,1,37,2,1
24819,"200,000.00",1,3,1,47,-2,0
24820,"150,000.00",1,1,2,31,-1,0
24821,"180,000.00",1,2,1,37,-2,0
24822,"260,000.00",1,1,1,30,-1,0
24823,"180,000.00",1,1,2,31,-2,0
24824,"130,000.00",1,1,1,31,0,0
24825,"250,000.00",1,1,2,34,0,0
24827,"40,000.00",1,1,1,35,0,0
24828,"20,000.00",1,2,1,36,2,1
24829,"310,000.00",1,2,1,41,-2,0
24830,"90,000.00",1,2,1,40,0,0
24831,"20,000.00",1,3,2,43,0,0
24832,"270,000.00",1,2,1,39,0,0
24833,"170,000.00",1,3,1,45,0,0
24834,"300,000.00",1,2,1,41,0,0
24835,"350,000.00",1,1,2,30,2,1
24836,"360,000.00",1,1,1,39,-1,0
24837,"260,000.00",1,2,1,37,0,0
24838,"100,000.00",1,1,2,28,0,0
24839,"200,000.00",1,1,2,28,0,0
24840,"30,000.00",1,2,2,38,0,0
24841,"160,000.00",1,1,2,46,-1,0
24842,"370,000.00",1,2,2,36,0,0
24843,"380,000.00",1,2,1,43,0,0
24844,"210,000.00",1,3,2,37,-1,0
24845,"90,000.00",1,2,2,44,1,0
24846,"210,000.00",1,2,1,42,-1,0
24847,"120,000.00",1,1,2,30,1,1
24848,"500,000.00",1,1,1,46,-1,0
24849,"390,000.00",1,2,1,48,0,0
24850,"310,000.00",1,1,2,32,-2,0
24851,"280,000.00",1,1,1,32,0,0
24852,"200,000.00",1,1,1,41,-1,0
24853,"50,000.00",1,2,1,38,0,0
24854,"500,000.00",1,2,1,42,-1,0
24855,"30,000.00",1,2,2,49,0,0
24856,"50,000.00",1,2,2,35,0,1
24857,"210,000.00",1,2,2,47,-2,1
24858,"150,000.00",1,1,1,41,-2,0
24859,"230,000.00",1,2,1,36,0,0
24860,"200,000.00",1,1,2,38,-1,0
24861,"200,000.00",1,1,2,38,-1,0
24862,"330,000.00",1,2,1,38,0,1
24863,"70,000.00",1,2,1,37,0,0
24864,"100,000.00",1,2,1,41,-1,1
24865,"130,000.00",1,2,1,34,0,0
24866,"90,000.00",1,2,2,35,-1,1
24867,"150,000.00",1,1,1,36,1,0
24868,"230,000.00",1,2,1,35,0,0
24869,"80,000.00",1,1,2,38,-1,0
24870,"100,000.00",1,2,1,36,0,0
24871,"170,000.00",1,1,1,37,0,1
24872,"310,000.00",1,1,1,43,-1,0
24873,"160,000.00",1,2,2,36,-1,0
24874,"70,000.00",1,2,1,36,2,1
24875,"500,000.00",1,1,1,37,0,0
24876,"50,000.00",1,2,1,46,0,0
24877,"410,000.00",1,2,1,46,2,1
24878,"120,000.00",1,1,2,32,0,0
24879,"20,000.00",1,1,2,30,-1,1
24880,"310,000.00",1,2,1,40,-1,0
24881,"90,000.00",1,2,1,36,0,0
24882,"200,000.00",1,1,1,43,0,0
24883,"360,000.00",1,1,2,30,-1,0
24884,"350,000.00",1,1,2,29,0,0
24885,"20,000.00",1,2,1,34,0,0
24886,"260,000.00",1,1,1,37,-2,0
24887,"110,000.00",1,2,1,42,0,1
24888,"140,000.00",1,1,2,32,0,0
24889,"310,000.00",1,3,2,34,0,0
24890,"170,000.00",1,2,1,40,0,0
24891,"80,000.00",1,1,2,30,0,0
24892,"410,000.00",1,2,1,46,-1,0
24893,"130,000.00",1,2,2,38,0,0
24894,"260,000.00",1,1,1,39,0,0
24895,"500,000.00",1,1,2,40,-1,0
24896,"160,000.00",1,2,1,43,-2,0
24897,"180,000.00",1,2,1,33,0,0
24898,"70,000.00",1,3,2,34,0,0
24899,"50,000.00",1,2,2,35,-1,0
24900,"90,000.00",1,1,2,32,2,1
24901,"210,000.00",1,2,2,32,0,1
24903,"360,000.00",1,2,1,32,-1,0
24904,"280,000.00",1,1,2,30,0,0
24905,"160,000.00",1,1,2,31,0,0
24906,"200,000.00",1,2,1,32,-1,0
24907,"50,000.00",1,2,2,32,5,0
24908,"400,000.00",1,3,1,33,0,1
24909,"210,000.00",1,1,2,32,-2,0
24910,"440,000.00",1,1,2,33,-2,0
24911,"380,000.00",1,3,1,34,-1,0
24912,"120,000.00",1,1,2,33,0,0
24913,"110,000.00",1,1,1,33,0,1
24914,"110,000.00",1,2,1,34,1,1
24915,"360,000.00",1,1,1,34,-1,0
24917,"200,000.00",1,2,2,36,0,1
24918,"50,000.00",1,2,2,35,0,0
24919,"400,000.00",1,1,1,38,-2,0
24920,"150,000.00",1,1,2,41,-1,0
24921,"430,000.00",1,1,1,39,-1,0
24922,"170,000.00",1,1,1,35,-2,0
24923,"300,000.00",1,1,1,42,0,0
24924,"500,000.00",1,1,2,36,0,0
24925,"230,000.00",1,2,1,34,0,0
24926,"50,000.00",1,2,1,47,0,0
24927,"50,000.00",1,2,2,44,1,1
24928,"220,000.00",1,1,2,35,1,0
24929,"500,000.00",1,2,1,39,-2,0
24930,"350,000.00",1,2,1,38,1,0
24931,"200,000.00",1,1,1,44,-1,0
24932,"30,000.00",1,3,2,35,0,0
24933,"180,000.00",1,3,1,36,-1,0
24934,"50,000.00",1,2,1,42,2,0
24935,"80,000.00",1,1,1,44,-1,0
24936,"270,000.00",1,1,1,39,0,0
24937,"310,000.00",1,1,1,39,-1,0
24938,"450,000.00",1,1,1,37,1,1
24939,"210,000.00",1,1,1,40,2,1
24940,"300,000.00",1,2,1,39,0,0
24941,"60,000.00",1,2,1,38,0,0
24942,"360,000.00",1,1,2,36,-1,0
24943,"280,000.00",1,1,1,34,1,0
24944,"150,000.00",1,1,1,40,0,1
24945,"260,000.00",1,2,1,42,-2,0
24946,"150,000.00",1,1,2,39,-2,0
24947,"180,000.00",1,2,2,37,0,0
24948,"120,000.00",1,1,1,43,-1,0
24949,"200,000.00",1,1,1,42,0,0
24950,"130,000.00",1,1,2,43,0,0
24951,"50,000.00",1,2,1,35,1,0
24952,"430,000.00",1,1,1,35,-2,0
24953,"30,000.00",1,2,2,30,0,1
24954,"60,000.00",1,2,2,30,0,1
24955,"180,000.00",1,1,2,29,-1,0
24956,"360,000.00",1,3,2,31,1,0
24957,"60,000.00",1,2,2,31,0,0
24958,"100,000.00",1,1,2,31,-1,0
24959,"80,000.00",1,2,2,48,0,0
24960,"240,000.00",1,1,2,34,0,0
24961,"40,000.00",1,1,2,35,-2,0
24962,"80,000.00",1,2,2,35,0,0
24963,"120,000.00",1,1,1,48,2,1
24965,"210,000.00",1,1,1,41,-2,0
24966,"70,000.00",1,2,2,38,0,0
24967,"160,000.00",1,1,2,37,2,1
24969,"100,000.00",1,1,2,37,2,1
24970,"80,000.00",1,2,2,36,2,1
24971,"140,000.00",1,2,1,44,1,0
24972,"100,000.00",1,2,2,40,-2,0
24973,"50,000.00",1,1,1,37,0,0
24974,"20,000.00",1,2,2,35,2,0
24975,"240,000.00",1,1,1,35,0,0
24976,"90,000.00",1,2,1,44,0,0
24977,"420,000.00",1,2,1,38,0,0
24978,"500,000.00",1,2,2,33,0,0
24979,"350,000.00",1,1,2,33,-2,0
24980,"50,000.00",1,2,1,43,0,0
24981,"80,000.00",1,1,2,40,-1,0
24982,"200,000.00",1,1,1,42,1,0
24983,"240,000.00",1,1,1,43,0,0
24984,"30,000.00",1,2,2,44,1,0
24986,"290,000.00",1,2,1,46,0,0
24987,"20,000.00",1,3,1,38,0,0
24988,"330,000.00",1,2,1,45,0,0
24989,"10,000.00",1,1,2,36,1,1
24990,"370,000.00",1,1,1,45,0,0
24991,"80,000.00",1,1,2,43,0,0
24992,"340,000.00",1,2,1,40,0,0
24993,"500,000.00",1,1,1,31,1,1
24994,"460,000.00",1,1,1,49,0,0
24995,"50,000.00",1,2,2,43,0,1
24997,"80,000.00",1,2,1,47,2,1
24998,"210,000.00",1,3,2,48,0,0
24999,"30,000.00",1,3,1,35,0,0
25000,"30,000.00",1,2,2,37,0,1
25001,"410,000.00",1,1,1,38,-1,0
25002,"260,000.00",1,2,2,35,0,1
25003,"50,000.00",1,2,1,40,0,0
25004,"360,000.00",1,3,1,37,-1,0
25005,"50,000.00",1,3,1,49,0,0
25006,"220,000.00",1,1,1,40,-1,0
25007,"30,000.00",1,3,2,50,2,1
25008,"230,000.00",1,2,2,50,1,1
25009,"20,000.00",1,3,1,50,1,0
25010,"500,000.00",1,2,1,45,-1,0
25011,"50,000.00",1,1,2,34,0,0
25012,"440,000.00",1,2,1,49,-2,0
25013,"140,000.00",1,1,1,50,0,0
25014,"480,000.00",1,1,1,49,-2,0
25015,"20,000.00",1,2,2,53,0,1
25016,"170,000.00",1,2,1,52,3,0
25017,"260,000.00",1,2,1,54,0,0
25018,"140,000.00",1,1,2,50,-1,1
25019,"100,000.00",1,3,1,49,0,0
25020,"220,000.00",1,3,1,65,-1,0
25021,"160,000.00",1,3,1,61,-1,0
25022,"20,000.00",1,2,1,50,0,0
25023,"210,000.00",1,3,1,50,-1,1
25024,"60,000.00",1,3,1,50,-2,0
25025,"190,000.00",1,1,1,50,2,1
25026,"500,000.00",1,1,2,51,0,0
25027,"20,000.00",1,2,2,50,0,0
25028,"460,000.00",1,1,1,51,1,0
25029,"460,000.00",1,3,1,61,0,0
25030,"300,000.00",1,3,1,56,0,0
25031,"490,000.00",1,2,1,57,0,0
25032,"90,000.00",1,2,1,58,0,0
25033,"70,000.00",1,3,1,55,2,1
25034,"20,000.00",1,2,1,55,0,1
25035,"20,000.00",1,2,1,61,-1,0
25036,"10,000.00",1,3,2,61,0,1
25037,"420,000.00",1,1,1,53,-1,0
25038,"200,000.00",1,2,1,54,-1,0
25039,"500,000.00",1,1,2,58,0,0
25040,"150,000.00",1,1,1,55,0,0
25041,"50,000.00",1,3,2,58,0,0
25042,"180,000.00",1,2,1,63,0,0
25043,"20,000.00",1,2,2,52,0,0
25044,"150,000.00",1,2,1,52,2,1
25045,"50,000.00",1,3,1,60,1,0
25046,"130,000.00",1,2,1,54,0,0
25047,"370,000.00",1,1,2,52,0,0
25048,"360,000.00",1,2,1,58,-1,1
25049,"100,000.00",1,3,1,54,0,1
25050,"50,000.00",1,3,2,54,0,0
25051,"200,000.00",1,3,2,61,0,1
25052,"400,000.00",1,3,1,53,0,0
25053,"20,000.00",1,2,1,56,0,0
25054,"500,000.00",1,1,1,55,3,1
25055,"20,000.00",1,2,2,49,0,1
25057,"210,000.00",1,2,2,52,-2,0
25058,"130,000.00",1,2,2,54,0,0
25059,"130,000.00",1,3,2,49,0,0
25060,"360,000.00",1,1,1,49,-1,1
25061,"50,000.00",1,1,2,55,0,0
25062,"500,000.00",1,1,1,54,-1,0
25063,"130,000.00",1,3,2,54,2,0
25064,"20,000.00",1,3,2,55,0,1
25065,"480,000.00",1,1,1,50,-2,0
25066,"240,000.00",1,3,1,50,0,0
25067,"60,000.00",1,2,1,51,0,0
25068,"450,000.00",1,1,1,61,-1,1
25069,"350,000.00",1,3,1,65,-1,0
25070,"130,000.00",1,2,1,48,2,1
25071,"240,000.00",1,1,1,48,0,0
25072,"50,000.00",1,2,2,54,2,0
25073,"60,000.00",1,2,2,53,0,0
25074,"20,000.00",1,1,2,50,0,0
25075,"30,000.00",1,2,1,48,0,0
25076,"400,000.00",1,1,1,48,-2,0
25077,"400,000.00",1,1,1,50,0,0
25078,"200,000.00",1,1,1,48,-1,0
25079,"260,000.00",1,2,1,50,0,0
25080,"30,000.00",1,1,1,59,-1,0
25081,"30,000.00",1,1,1,52,0,1
25082,"270,000.00",1,1,1,54,-1,0
25083,"260,000.00",1,3,1,48,0,0
25084,"210,000.00",1,2,1,47,1,0
25085,"500,000.00",1,1,1,51,1,0
25086,"50,000.00",1,2,1,49,0,1
25087,"160,000.00",1,1,1,53,0,0
25088,"550,000.00",1,1,1,53,0,0
25089,"330,000.00",1,1,1,54,-2,0
25090,"280,000.00",1,1,1,60,-1,1
25091,"400,000.00",1,1,1,66,0,0
25092,"300,000.00",1,1,1,55,0,0
25093,"20,000.00",1,2,1,56,0,0
25094,"280,000.00",1,1,1,39,-1,0
25095,"400,000.00",1,3,2,63,-1,0
25096,"230,000.00",1,3,1,58,-2,0
25097,"20,000.00",1,3,2,53,-1,1
25098,"50,000.00",1,3,1,55,0,1
25099,"480,000.00",1,1,1,66,-1,0
25101,"110,000.00",1,3,1,51,-1,0
25102,"150,000.00",1,1,1,51,0,0
25103,"50,000.00",1,2,1,54,2,1
25104,"200,000.00",1,1,1,54,0,0
25105,"110,000.00",1,2,1,49,0,0
25106,"100,000.00",1,1,1,55,0,0
25107,"20,000.00",1,1,2,50,0,0
25108,"30,000.00",1,2,1,50,0,0
25109,"230,000.00",1,2,1,60,0,0
25110,"50,000.00",1,3,1,50,2,1
25111,"30,000.00",1,3,2,53,0,0
25112,"50,000.00",1,3,1,55,-1,0
25113,"130,000.00",1,3,1,51,0,0
25114,"50,000.00",1,2,1,57,0,0
25115,"360,000.00",1,1,1,58,-1,1
25116,"50,000.00",1,2,1,56,0,0
25117,"150,000.00",1,1,1,54,-2,1
25118,"240,000.00",1,2,1,56,-1,0
25119,"500,000.00",1,1,1,51,-1,0
25120,"170,000.00",1,3,1,61,0,0
25121,"350,000.00",1,1,1,50,0,0
25122,"160,000.00",1,1,1,51,2,1
25123,"220,000.00",1,2,1,50,-2,0
25125,"460,000.00",1,1,1,51,-1,0
25126,"50,000.00",1,1,1,50,-1,0
25127,"740,000.00",1,1,1,50,0,0
25128,"50,000.00",1,3,1,50,-1,0
25129,"290,000.00",1,1,1,51,0,0
25130,"320,000.00",1,1,2,57,0,0
25131,"420,000.00",1,1,1,52,-1,0
25132,"500,000.00",1,3,1,50,-1,0
25133,"450,000.00",1,1,1,52,0,0
25134,"120,000.00",1,1,1,54,-2,0
25135,"80,000.00",1,2,1,56,0,0
25136,"250,000.00",1,3,1,56,-1,0
25137,"180,000.00",1,1,1,75,1,1
25138,"260,000.00",1,3,2,52,1,0
25139,"20,000.00",1,2,1,52,0,0
25140,"220,000.00",1,3,1,63,-2,0
25141,"90,000.00",1,1,1,61,0,0
25142,"210,000.00",1,2,1,75,0,0
25143,"300,000.00",1,3,1,72,-1,0
25144,"30,000.00",1,3,1,56,1,1
25145,"90,000.00",1,2,1,55,0,0
25146,"300,000.00",1,3,1,56,-2,1
25147,"500,000.00",1,1,1,54,2,1
25148,"170,000.00",2,2,2,37,-1,0
25149,"150,000.00",2,3,2,28,0,0
25150,"360,000.00",2,2,2,25,-1,0
25151,"70,000.00",2,2,1,46,0,0
25152,"350,000.00",2,1,1,33,-2,0
25153,"50,000.00",2,3,1,27,0,0
25154,"50,000.00",2,2,1,27,1,1
25155,"70,000.00",2,2,2,26,2,1
25156,"30,000.00",2,2,1,24,1,0
25157,"30,000.00",2,3,1,23,0,0
25158,"260,000.00",2,2,1,37,1,0
25159,"30,000.00",2,2,2,22,1,1
25160,"240,000.00",2,2,1,34,-2,0
25161,"80,000.00",2,1,2,29,2,1
25162,"40,000.00",2,1,2,27,0,0
25163,"130,000.00",2,1,2,30,2,1
25164,"60,000.00",2,3,2,41,0,0
25165,"250,000.00",2,2,2,28,-1,0
25166,"60,000.00",2,2,2,25,0,0
25167,"390,000.00",2,1,2,27,1,0
25168,"110,000.00",2,3,2,29,1,0
25169,"30,000.00",2,2,2,22,0,0
25170,"50,000.00",2,3,2,23,0,0
25171,"10,000.00",2,2,2,21,-1,0
25172,"50,000.00",2,1,2,22,0,0
25173,"80,000.00",2,2,2,22,1,0
25174,"30,000.00",2,2,1,21,0,0
25175,"30,000.00",2,1,2,21,1,1
25176,"50,000.00",2,2,1,22,1,0
25177,"50,000.00",2,2,2,22,2,0
25178,"50,000.00",2,3,1,22,1,0
25179,"10,000.00",2,1,2,22,0,0
25180,"50,000.00",2,3,2,23,0,0
25181,"50,000.00",2,2,2,23,1,0
25182,"10,000.00",2,2,2,22,0,0
25183,"10,000.00",2,2,2,21,2,1
25184,"70,000.00",2,2,2,22,0,0
25185,"20,000.00",2,2,2,22,0,0
25186,"30,000.00",2,2,2,22,2,0
25187,"30,000.00",2,1,2,22,0,0
25188,"50,000.00",2,3,2,23,0,0
25189,"100,000.00",2,2,1,22,0,0
25190,"30,000.00",2,2,2,23,0,0
25191,"20,000.00",2,2,2,22,0,1
25192,"50,000.00",2,1,2,23,2,1
25193,"30,000.00",2,2,1,25,4,0
25194,"30,000.00",2,2,2,23,2,1
25195,"30,000.00",2,2,2,23,0,0
25196,"20,000.00",2,2,2,23,1,0
25197,"30,000.00",2,2,2,23,2,1
25198,"50,000.00",2,1,2,23,0,0
25199,"80,000.00",2,2,1,23,0,0
25200,"30,000.00",2,2,2,24,1,0
25201,"10,000.00",2,2,2,22,2,0
25202,"30,000.00",2,2,2,23,0,1
25203,"20,000.00",2,1,2,24,-1,0
25204,"30,000.00",2,2,1,22,0,0
25205,"120,000.00",2,1,2,23,0,0
25206,"30,000.00",2,1,1,23,0,0
25207,"110,000.00",2,2,2,23,-1,0
25208,"30,000.00",2,2,2,23,0,0
25209,"80,000.00",2,2,2,23,0,0
25210,"20,000.00",2,1,2,23,0,0
25211,"170,000.00",2,3,1,23,0,0
25212,"120,000.00",2,1,2,24,0,0
25213,"30,000.00",2,2,2,23,-1,0
25214,"50,000.00",2,1,2,23,0,0
25215,"200,000.00",2,2,1,29,1,0
25216,"30,000.00",2,1,2,23,0,1
25217,"90,000.00",2,2,2,23,0,0
25218,"50,000.00",2,2,2,24,0,0
25219,"50,000.00",2,1,2,23,0,0
25220,"150,000.00",2,2,2,24,1,0
25221,"10,000.00",2,1,2,24,1,0
25222,"130,000.00",2,3,2,24,0,1
25223,"70,000.00",2,2,2,23,-1,0
25224,"40,000.00",2,1,2,23,-1,0
25225,"200,000.00",2,2,2,24,0,0
25226,"110,000.00",2,2,2,25,1,0
25227,"80,000.00",2,2,2,25,0,0
25228,"90,000.00",2,1,2,24,0,0
25229,"30,000.00",2,2,2,24,0,0
25230,"20,000.00",2,3,2,22,0,0
25231,"30,000.00",2,1,2,24,0,0
25232,"230,000.00",2,2,2,24,-1,1
25233,"50,000.00",2,2,2,24,-1,0
25234,"80,000.00",2,2,2,25,0,1
25235,"130,000.00",2,2,2,25,0,0
25236,"150,000.00",2,1,2,25,-1,1
25237,"80,000.00",2,3,1,25,-2,0
25238,"140,000.00",2,2,2,26,0,0
25239,"150,000.00",2,1,2,26,0,0
25240,"50,000.00",2,2,2,24,0,0
25241,"80,000.00",2,1,2,26,0,0
25242,"130,000.00",2,2,2,25,0,0
25243,"40,000.00",2,1,2,26,-1,0
25244,"140,000.00",2,2,2,24,2,1
25245,"30,000.00",2,1,2,25,-1,0
25246,"500,000.00",2,2,2,25,0,0
25247,"270,000.00",2,2,2,25,0,0
25248,"60,000.00",2,2,2,23,1,0
25249,"120,000.00",2,2,2,23,3,0
25250,"130,000.00",2,2,2,24,0,0
25251,"30,000.00",2,2,2,25,1,0
25252,"290,000.00",2,2,2,25,0,0
25253,"30,000.00",2,1,2,24,2,1
25254,"50,000.00",2,2,2,26,0,0
25255,"210,000.00",2,3,2,25,0,1
25256,"30,000.00",2,1,2,23,2,1
25257,"60,000.00",2,2,2,23,0,0
25258,"50,000.00",2,3,1,23,2,1
25259,"80,000.00",2,1,2,23,-1,0
25260,"50,000.00",2,2,2,24,2,1
25261,"90,000.00",2,2,2,23,1,0
25262,"50,000.00",2,1,2,23,1,1
25263,"50,000.00",2,1,2,23,2,1
25264,"20,000.00",2,2,2,23,0,0
25265,"150,000.00",2,2,2,23,0,0
25266,"110,000.00",2,2,2,24,0,0
25267,"140,000.00",2,2,2,24,-1,0
25268,"30,000.00",2,2,2,25,0,0
25269,"120,000.00",2,2,1,25,0,0
25270,"80,000.00",2,2,2,25,0,0
25271,"80,000.00",2,2,2,26,0,0
25272,"80,000.00",2,2,2,25,0,0
25273,"50,000.00",2,2,1,25,0,0
25274,"30,000.00",2,2,2,22,0,0
25275,"80,000.00",2,3,2,22,0,0
25276,"30,000.00",2,2,2,23,0,1
25277,"50,000.00",2,3,2,23,0,0
25278,"170,000.00",2,1,2,27,-1,0
25279,"80,000.00",2,3,2,27,0,1
25280,"210,000.00",2,2,2,26,0,0
25281,"160,000.00",2,1,2,26,1,0
25282,"150,000.00",2,2,2,26,-1,0
25283,"70,000.00",2,3,2,24,0,0
25284,"60,000.00",2,3,1,23,2,0
25285,"50,000.00",2,2,2,22,0,0
25286,"140,000.00",2,2,2,26,2,1
25287,"80,000.00",2,2,1,26,2,0
25288,"80,000.00",2,2,1,26,0,0
25289,"60,000.00",2,1,2,26,0,0
25290,"200,000.00",2,1,2,27,0,0
25291,"100,000.00",2,1,2,27,0,0
25292,"100,000.00",2,1,2,26,0,0
25293,"80,000.00",2,2,2,26,0,1
25294,"70,000.00",2,2,2,22,0,0
25295,"80,000.00",2,2,2,24,0,0
25296,"60,000.00",2,2,2,24,0,0
25297,"80,000.00",2,2,2,24,0,0
25298,"50,000.00",2,2,1,24,0,0
25299,"80,000.00",2,1,2,24,2,1
25300,"30,000.00",2,2,2,23,0,0
25301,"50,000.00",2,1,2,25,0,0
25302,"80,000.00",2,3,2,25,0,0
25303,"20,000.00",2,2,1,21,0,0
25304,"80,000.00",2,2,1,25,0,0
25305,"100,000.00",2,1,2,25,0,0
25306,"30,000.00",2,1,2,25,1,1
25307,"200,000.00",2,1,2,25,0,0
25308,"60,000.00",2,2,2,25,0,1
25310,"20,000.00",2,1,2,24,0,1
25311,"230,000.00",2,1,2,25,0,0
25312,"50,000.00",2,2,2,25,3,0
25313,"90,000.00",2,2,2,25,0,1
25314,"70,000.00",2,1,2,25,0,0
25315,"50,000.00",2,1,2,25,0,0
25316,"120,000.00",2,2,2,26,0,0
25317,"50,000.00",2,3,2,26,2,1
25318,"380,000.00",2,1,2,27,-2,0
25319,"140,000.00",2,1,2,27,1,1
25320,"200,000.00",2,2,2,27,0,0
25321,"60,000.00",2,2,2,26,0,0
25322,"80,000.00",2,3,2,25,0,0
25323,"270,000.00",2,1,2,28,0,0
25324,"150,000.00",2,2,2,28,0,0
25325,"260,000.00",2,3,2,27,0,0
